,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
3573,685473926,20170830,USA,WASHINGTON,USA,,BUS,COMPANY,,BUS,14,-1.60404177186314,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.valdostadailytimes.com/news/business/expedia-s-cfo-to-replace-ceo-who-defected-to-uber/article_483c1d21-edac-5aee-89c0-c5f0ba69f4fd.html
3575,685478848,20170831,BUS,COMPANY,,BUS,,,,,14,-1.70631461665319,"Washington, District of Columbia, United States",US,,,http://www.fredericksburg.com/business/business-wire/expedia-s-cfo-to-replace-ceo-who-defected-to-uber/article_d496dd44-f2b6-56fa-904e-4423b5dee029.html
3577,685481868,20170831,USA,TEXAS,USA,,,,,,90,-1.94777662653646,"Washington, District of Columbia, United States",US,,,http://kdhnews.com/business/technology/expedia-s-cfo-to-replace-ceo-who-defected-to-uber/article_ba647946-0f36-5093-ae37-c6287e7e4388.html
3583,685482720,20170831,USAMED,THE ASSOCIATED PRESS,USA,MED,MIL,LIEUTENANT,,MIL,120,-1.75438596491228,"Washington, District of Columbia, United States",US,"Washington, District of Columbia, United States",US,http://www.nydailynews.com/newswires/news/business/expedia-cfo-replace-ceo-defected-uber-article-1.3455807
3584,685499594,20170831,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170831
3585,685509353,20170831,MNCUSABUS,GOLDMAN SACHS,USA,MNC,,,,,10,3.24675324675325,"New York, United States",US,,,https://skift.com/2017/08/30/expedias-new-ceo-is-mark-okerstrom/
3587,685511823,20170831,,,,,USA,UNITED STATES,USA,,42,3.23624595469256,,,"Town Hall, Massachusetts, United States",US,https://www.geekwire.com/2017/expedia-cfo-mark-okerstrom-takes-ceo-reins-as-khosrowshahi-departs-for-uber/
3588,685511837,20170831,,,,,USA,UNITED STATES,USA,,46,-1.22950819672131,,,"Maine, United States",US,http://www.centralmaine.com/2017/08/28/expedia-confirms-ceos-job-offer-from-uber/
3599,685517716,20170831,USA,UNITED STATES,USA,,USABUS,BOSTON,USA,BUS,46,4.32541082399977,"Boston, Massachusetts, United States",US,"Boston, Massachusetts, United States",US,http://www.nasdaq.com/article/expedia-appoints-mark-okerstrom-to-succeed-khosrowshahi-as-president-and-ceo-20170830-01237
3601,685527778,20170831,BUS,COMPANY,,BUS,,,,,14,-1.03092783505155,"Idaho, United States",US,,,http://magicvalley.com/business/expedia-s-cfo-to-replace-ceo-who-defected-to-uber/article_7dd00e71-159b-55d2-9f36-ec186371cdf8.html
3608,685709202,20170831,GBR,UNITED KINGDOM,GBR,,USA,BOSTON,USA,,46,0.98360655737704,"London, London, City of, United Kingdom",UK,"Boston, Massachusetts, United States",US,http://www.newsfactor.com/news/Expedia-s-CFO-To-Replace-CEO/story.xhtml?story_id=133009WKBQPA
3613,685807422,20170901,,,,,USA,UNITED STATES,USA,,43,-0.0626721443879994,,,"San Francisco, California, United States",US,https://finance.yahoo.com/news/uber-officially-welcomes-ceo-expedias-061139687.html
3623,685818194,20170901,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170901
3624,685849151,20170901,USA,NEW YORK,USA,,USAMED,REUTERS,USA,MED,10,-0.354609929078012,"New York, United States",US,"New York, United States",US,https://skift.com/2017/09/01/skift-call-expedia-under-new-leadership/
3625,686070918,20170902,MIL,CARRIER,,MIL,USA,MIAMI,USA,,311,3.98936170212766,"Port Of Miami, Florida, United States",US,"Port Of Miami, Florida, United States",US,http://maritime-executive.com/article/us-expediating-small-scale-natural-gas-exports
3626,686078108,20170902,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170902
3628,686277864,20170903,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170903
3629,686466104,20170904,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,0.345003381891237,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170904
3631,686737155,20170905,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170905
3632,686847946,20170905,USA,UNITED STATES,USA,,USABUS,BOSTON,USA,BUS,46,0.0,"Boston, Massachusetts, United States",US,"Boston, Massachusetts, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/EXPEDIA-INC-Change-in-Directors-or-Principal-Officers-form-8-K-25060375/
3634,686901910,20170829,LEG,REPRESENTATIVES,,LEG,,,,,124,-0.08960573476703,,,,,http://www.travelweekly.com/Travel-News/Car-Rental-News/A-leap-from-Expedia-calm-to-Uber-chaos
3635,687043982,20170906,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170906
3637,687416052,20170907,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-0.88504711024124,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170907
3638,687434238,20170907,MNCUSA,DELTA AIR LINES,USA,MNC,USA,UNITED STATES,USA,,40,-2.02108963093146,"Miami, Florida, United States",US,"Miami, Florida, United States",US,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Airfare-to-flee-3-000-Got-3-000-That-s-what-some-airlines-are-charging-to-fly-last-minute-ahead-25073034/
3640,687681877,20170908,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170908
3641,688178385,20170910,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170910
3643,688400126,20170911,BUS,INVESTOR,,BUS,LAB,EMPLOYEE,,LAB,50,-4.36507936507936,,,,,https://www.nbcnews.com/tech/tech-news/uber-board-picks-expedia-s-dara-khosrowshahi-new-ceo-n796496?cid=public-rss_20170911
3645,688825292,20170912,BUS,COMPANY,,BUS,CHNCVL,CHINESE,CHN,CVL,36,1.34099616858237,China,CH,China,CH,http://www.pymnts.com/platform-payments/2017/expedia-travel-platform-payments/
3652,688846683,20170912,BUS,COMPANY,,BUS,,,,,10,1.09223300970874,"London, London, City of, United Kingdom",UK,,,https://www.techworld.com/startups/meet-freightos-israeli-startup-aiming-be-expedia-for-freight-3663131/
3658,688975325,20170912,REL,BISHOP,,,THA,THAI,THA,,43,6.72853828306264,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,http://www.traveldailynews.asia/columns/article/50264/expedia-79-of-teenagers-favourite
3662,689090577,20170913,,,,,BUS,BANK,,BUS,46,4.0880503144654,,,"Han River, South Korea (general), South Korea",KS,http://muscatinejournal.com/travel/seoul-vacation-travel-guide-expedia-k/youtube_b610747a-bad6-5c85-905c-13a039cc23b7.html
3675,689139093,20170913,MNC,MASTERCARD,,MNC,,,,,80,2.61496844003607,,,,,http://www.pymnts.com/platform-payments/2017/expedia-travel-payments/
3676,689465916,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.41767068273093,"Burnham, Somerset, United Kingdom",UK,,,http://www.burnhamandhighbridgeweeklynews.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3677,689465917,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Thurrock, Thurrock, United Kingdom",UK,,,http://www.thurrockgazette.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3684,689467405,20170914,,,,,BUS,COMPANY,,BUS,62,4.7627292548416,,,,,http://www.livecharts.co.uk/share_prices/Thomas-Cook-announces-tie-up-with-Expedia-news26435811.html
3685,689467406,20170914,,,,,BUS,COMPANY,,BUS,62,4.64037122969838,,,"London, London, City of, United Kingdom",UK,https://www.ttgmedia.com/news/thomas-cook-announces-strategic-alliance-with-expedia-11571
3686,689467500,20170914,,,,,MED,WEBSITE,,MED,51,2.51188234012536,,,United Kingdom,UK,http://www.proactiveinvestors.co.uk/companies/news/183977/thomas-cook-teams-up-with-expedia-for-hotel-sales-183977.html
3689,689468151,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,-2.039589961117,"Clydebank, West Dunbartonshire, United Kingdom",UK,,,http://www.clydebankpost.co.uk/news/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3690,689468152,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.43548387096774,"Harwich, Essex, United Kingdom",UK,,,http://www.harwichandmanningtreestandard.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3691,689468153,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Stourbridge, Dudley, United Kingdom",UK,,,http://www.stourbridgenews.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3692,689468154,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Swindon, Swindon, United Kingdom",UK,,,http://www.swindonadvertiser.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3710,689472480,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Bicester, Oxfordshire, United Kingdom",UK,,,http://www.bicesteradvertiser.net/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3711,689472481,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Ealing, Ealing, United Kingdom",UK,,,http://www.ealingtimes.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3712,689472482,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Evesham, Worcestershire, United Kingdom",UK,,,http://www.eveshamjournal.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3713,689472483,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.43548387096774,"Runcorn, Halton, United Kingdom",UK,,,http://www.runcornandwidnesworld.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3726,689476632,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Wharfedale, Leeds, United Kingdom",UK,,,http://www.wharfedaleobserver.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3730,689481543,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.38247011952191,"Essex, Essex, United Kingdom",UK,,,http://www.guardian-series.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3731,689481544,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.47154471544716,"Kidderminster, Worcestershire, United Kingdom",UK,,,http://www.kidderminstershuttle.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3732,689481545,20170914,GBR,UNITED KINGDOM,GBR,,,,,,13,4.45344129554655,"North Yorkshire, North Yorkshire, United Kingdom",UK,,,http://www.northyorkshireadvertiser.co.uk/news/national/15534898.Thomas_Cook_teams_up_with_Expedia_for_city_breaks_deal/
3742,689586459,20170914,GBR,UNITED KINGDOM,GBR,,CVL,TRAVELLER,,CVL,111,1.5748031496063,Germany,GM,Germany,GM,http://www.telegraph.co.uk/business/2017/09/14/thomas-cook-plumps-pillows-expedia-hotel-deal/
3744,689610907,20170914,AUS,AUSTRALIA,AUS,,EUR,EUROPE,EUR,,111,2.87162162162162,Australia,AS,Australia,AS,https://www.tnooz.com/article/thomas-cook-returns-to-expedia-inc-tech-and-inventory-via-white-label-tie-up/
3748,689779305,20170915,,,,,BUS,BUSINESS,,BUS,62,0.9478672985782,,,Saudi Arabia,SA,https://www.thetimes.co.uk/edition/business/thomas-cook-and-expedia-join-forces-to-offer-package-holidays-worldwide-ntmmsgkxs
3750,689889855,20170915,,,,,GBR,BRITAIN,GBR,,36,6.63780663780664,,,"Scottish Highlands, Highland, United Kingdom",UK,https://www.traveldailynews.com/post/visitbritain-and-expedia-launch-spy-inspired-tourism-campaign-in-advance-of-kingsman-the-golden-circle
3753,690536201,20170918,,,,,BUS,COMPANY,,BUS,62,5.45094152626362,,,United Kingdom,UK,https://www.travelwires.com/thomas-cook-and-expedia-join-forces-in-new-alliance-709
3763,690700164,20170918,LEG,LAWMAKER,,LEG,BUS,COMPANIES,,BUS,20,-3.30188679245283,"Indiana, United States",US,"Indiana, United States",US,http://www.indystar.com/story/news/politics/2017/09/18/should-you-have-pay-taxes-online-travel-sites-such-expedia-lawmakers-say-maybe/676406001/
3765,690700324,20170918,MNCUSAMED,GOOGLE,USA,MNC,,,,,90,-0.241254523522316,Canada,CA,,,https://www.bloomberg.com/news/articles/2017-09-18/expedia-s-new-ceo-wants-to-double-down-on-international-markets
3767,690780347,20170919,,,,,USA,UNITED STATES,USA,,15,-0.0856898029134499,,,"San Francisco, California, United States",US,http://www.seattletimes.com/business/new-expedia-ceo-has-a-hard-act-to-follow/
3787,690807407,20170919,,,,,USA,UNITED STATES,USA,,192,-1.26998379649217,,,United States,US,https://mybroadband.co.za/news/business/229623-expedia-ceo-to-push-into-international-markets.html
3791,690877652,20170919,BUSCVL,BUSINESS,,BUS,NOR,NORWAY,NOR,,42,1.97287299630086,Australia,AS,Australia,AS,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-U-S-Business-Travelers-Are-Confident-Emerging-Tech-Will-Improve-Travel-Experience-but-Fe-25139490/
3794,690979727,20170919,,,,,USA,UNITED STATES,USA,,192,-0.80183276059564,,,United States,US,https://skift.com/2017/09/19/expedia-ceo-thinks-the-company-is-too-u-s-focused-unlike-its-biggest-rival/
3798,691486349,20170921,,,,,BUS,INDUSTRY,,BUS,46,0.58708414872798,,,Australia,AS,http://www.travelweekly.com.au/article/theres-enough-room-for-all-players-expedia/
3800,691710358,20170921,USA,UNITED STATES,USA,,,,,,10,3.81679389312977,"Amarillo, Texas, United States",US,,,http://www.myhighplains.com/news/expedia-lists-amarillo-an-under-the-radar-city-people-need-to-visit/815782995
3801,691929684,20170922,EUR,EUROPEAN,EUR,,IRL,IRELAND,IRL,,111,4.71698113207547,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,"Dublin, Dublin, Ireland",EI,http://www.latimes.com/travel/deals/la-tr-expedia-new-collections-feature-20170921-story.html
3802,692223714,20170923,BUS,COMPANIES,,BUS,MNCUSAMED,GOOGLE,USA,MNC,42,2.25903614457832,,,,,https://skift.com/2017/09/23/expedia-wants-to-loosen-googles-travel-advertising-grip-and-10-other-digital-trends-this-week/
3804,692499448,20170925,USA,UNITED STATES,USA,,,,,,20,1.84331797235024,"Palo Duro Canyon, Texas, United States",US,,,http://hppr.org/post/amarillo-makes-expedias-15-must-see-cities-list
3805,692836879,20170926,BUS,COMPANY,,BUS,MNCUSA,EXPEDIA INC,USA,MNC,111,1.51089290966447,,,,,http://www.newsfactor.com/news/Expedia-CEO-Has-Hard-Act-To-Follow/story.xhtml?story_id=12200B7QU8JE
3806,693086300,20170927,USA,UNITED STATES,USA,,,,,,12,1.69118801004394,"Illinois, United States",US,,,http://www.lowellsun.com/breakingnews/ci_31333406/lowell-gets-national-nod-music-mecca-from-expedia
3807,693102732,20170927,USA,UNITED STATES,USA,,,,,,12,2.09254277736004,"Kansas, United States",US,,,http://www.thevalleydispatch.com/ci_31333406/lowell-gets-national-nod-music-mecca-from-expedia
3808,693208377,20170927,,,,,BUS,BUSINESS,,BUS,42,-0.61983471074381,,,"Darling Harbour, New South Wales, Australia",AS,http://www.afr.com/real-estate/commercial/hotels-and-leisure/airbnb-expedia-hurting-hotel-bottom-lines-citi-research-20170927-gypno0
3809,693283785,20170927,,,,,USA,UNITED STATES,USA,,15,0.26929982046679,,,"San Francisco, California, United States",US,http://www.chicagotribune.com/business/ct-biz-expedia-ceo-mark-okerstrom-20170927-story.html
3827,693716583,20170929,,,,,USA,UNITED STATES,USA,,15,-6.6688141839419,,,"San Francisco, California, United States",US,https://phys.org/news/2017-09-expedia-ceo-hard.html
3845,693984635,20170930,,,,,MED,WEBSITE,,MED,112,-3.94736842105263,,,Australia,AS,https://www.thetimes.co.uk/edition/news/travel-websites-accused-of-flying-in-face-of-customers-complaints-booking-com-expedia-resolver-co-uk-p8kk0djvp
3847,694129680,20160930,MNCCHE,CREDIT SUISSE,CHE,MNC,,,,,70,2.75229357798165,,,,,http://www.barrons.com/articles/expedia-shares-have-room-to-rise-1506743332
3848,694505936,20171002,LAB,EMPLOYEE,,LAB,USA,UNITED STATES,USA,,10,-10.399211434204,"New York, United States",US,"New York, United States",US,https://gizmodo.com/expedia-ceo-captures-ubers-iron-throne-amid-boardroom-c-1798494403
3852,695279257,20171005,ESP,SPAIN,ESP,,,,,,10,1.27167630057803,"Madrid, Madrid, Spain",SP,,,https://skift.com/2017/10/05/hotelbeds-eyes-a-viable-wholesaler-path-in-the-shadows-of-priceline-and-expedia/
3853,695350934,20171005,BUS,COMPANIES,,BUS,,,,,51,8.74125874125874,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,,,http://greece.greekreporter.com/2017/10/05/aqua-vista-hotels-honored-by-expedia-for-high-bookings/
3855,695610434,20171006,,,,,MED,WEBSITE,,MED,46,-2.53164556962025,,,Thailand,TH,http://www.thisismoney.co.uk/money/experts/article-4941426/Expedia-charging-cancel-trip-FREE-cancellation.html
3858,696134078,20171008,,,,,MED,WEBSITE,,MED,46,-2.54452926208652,,,Thailand,TH,http://www.dailymail.co.uk/money/experts/article-4941426/Expedia-charging-cancel-trip-FREE-cancellation.html
3861,696839512,20171011,,,,,THA,THAILAND,THA,,57,3.7037037037037,,,"Phuket, Phuket, Thailand",TH,http://www.traveldailymedia.com/432455/tour-east-thailand-partners-expedia-operate-expedia-local-expert/
3863,698228644,20171016,BUS,COMPANY,,BUS,CVL,TOURIST,,CVL,60,2.87277701778386,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,http://www.ttrweekly.com/site/2017/10/tour-east-taps-expedia-channel/
3865,699527845,20171020,BUS,INDUSTRY,,BUS,,,,,111,2.99802087062466,"London, London, City of, United Kingdom",UK,,,https://skift.com/2017/10/20/expedia-affiliate-network-travel-startups-hotels-com-trampery-london-partners/
3866,699964907,20171022,GOV,ADMINISTRATION,,GOV,FRA,PARIS,FRA,,874,1.25,"California, United States",US,"California, United States",US,https://www.travelpulse.com/news/business-travel/responsible-business-travel-via-expedia.html
3867,700270734,20171023,BUS,COMPANIES,,BUS,,,,,111,3.40425531914894,Thailand,TH,,,http://www.webintravel.com/thailands-minor-hotels-automates-mice-booking-process-expedias-platform/
3868,700408690,20171023,,,,,GOV,AMBASSADOR,,GOV,42,5.84192439862543,,,"Jasper National Park, Alberta, Canada",CA,http://www.fitzhugh.ca/jasper-most-generous-expedia-ca/
3873,700666968,20171024,CVL,COMMUNITY,,CVL,,,,,20,0.5,Uganda,UG,,,https://www.prnewswire.com/news-releases/with-carbon-offsets-to-alleviate-poverty-expedia-combats-economic-inequality-and-climate-change-together-300498704.html
3874,701279060,20171026,BUSCVL,BUSINESS,,BUS,BUS,BUSINESS,,BUS,20,3.45019787079873,,,,,http://www.conference-news.co.uk/2017/10/cwt-gets-expedia-as-new-room-mate/
3875,701449930,20171027,BUS,COMPANY,,BUS,,,,,30,1.363360716899,,,,,http://uk.reuters.com/article/uk-expedia-results/expedia-profit-misses-wall-street-view-shares-tumble-idUKKBN1CV3E8
3876,701468488,20171027,MDV,MALE,MDV,,,,,,10,-1.56739811912225,"Shasta County, California, United States",US,,,http://people.com/crime/sherri-papinis-husband-hopeful-sketches-expediate-capture-alleged-kidnappers/
3879,701570193,20171027,CVL,TRAVELLER,,CVL,,,,,90,-2.36220472440945,United Kingdom,UK,,,http://www.independent.co.uk/travel/news-and-advice/hotel-booking-websites-investigation-selling-practices-bookingcom-expedia-agoda-hotelscom-trivago-a8022551.html
3880,701623046,20161027,BUS,COMPANY,,BUS,,,,,60,-0.31152647975078,"Idaho, United States",US,,,http://www.themalaymailonline.com/money/article/expedia-sinks-after-cut-in-profit-outlook
3883,703349146,20171102,USA,AMERICAN,USA,,,,,,42,3.07548928238584,Taiwan,TW,,,http://www.4-traders.com/EXPEDIA-INC-9605918/news/Expedia-Millennials-are-the-most-vacation-deprived-25424407/
3884,703862250,20171104,,,,,CAN,CANADIAN,CAN,,43,4.19753086419753,,,"Argentia, Newfoundland, Canada",CA,http://dailyhive.com/montreal/canada-vacation-deprived-ranking-expedia-2017
3887,704492756,20171107,MNCUSAMED,GOOGLE,USA,MNC,BUS,COMPANIES,,BUS,130,-1.32075471698114,,,,,https://www.marketwatch.com/story/travel-industry-ad-wars-hurting-expedia-priceline-and-tripadvisor-stocks-2017-11-06
3888,706738888,20171114,CHN,CHINESE,CHN,,JPN,JAPANESE,JPN,,43,1.91938579654511,China,CH,China,CH,https://www.tnooz.com/article/expedia-apac-travelers/
3894,706841031,20171114,BUS,COMPANIES,,BUS,CAN,VANCOUVER,CAN,,20,-2.69461077844312,"Vancouver, British Columbia, Canada",CA,"Vancouver, British Columbia, Canada",CA,https://www.bloomberg.com/news/articles/2017-11-14/airbnb-expedia-opt-to-stay-in-vancouver-under-restrictive-rules
3896,708657778,20171121,BUS,TOURISM INDUSTRY,,BUS,CVL,TRAVELER,,CVL,43,-0.15503875968992,Canada,CA,Canada,CA,https://www.openpr.com/news/825270/Global-Business-Travel-Market-to-grow-at-a-CAGR-of-5-11-during-2017-2021-American-Express-Global-Business-Travel-BCD-Travel-Carlson-Wagonlit-Travel-Expedia.html
3899,708770554,20171121,,,,,CVL,TRAVELER,,CVL,42,-1.74922307284166,,,Norway,NO,https://www.thestar.com/business/personal_finance/2017/11/21/expedia-goes-the-extra-distance-over-customer-disputes-roseman.html
3905,708788255,20171121,,,,,BUS,COMPANY,,BUS,42,-1.58227848101266,,,"Miami, Florida, United States",US,https://www.therecord.com/news-story/7935142-expedia-goes-the-extra-distance-over-customer-disputes-roseman/
3916,708919729,20171122,,,,,BUS,COMPANY,,BUS,42,-2.73319317164673,,,"Miami, Florida, United States",US,https://www.therecord.com/opinion-story/7935142-expedia-goes-the-extra-distance-over-customer-disputes-roseman/
3931,708939198,20171122,CAN,CANADA,CAN,,,,,,51,-1.38004246284501,Norway,NO,,,https://www.thespec.com/opinion-story/7935142-expedia-goes-the-extra-distance-over-customer-disputes-roseman/
3934,709078525,20171122,FRA,PARIS,FRA,,,,,,42,2.17983651226159,"Sussex, Limpopo, South Africa",SF,,,https://www.thedrinksbusiness.com/2017/11/expedia-launches-interactive-guide-to-sparkling-wine-regions/
3935,709102279,20171122,IRN,IRANIAN,IRN,,BUS,COMPANY,,BUS,51,-0.91240875912409,Iran,IR,United States,US,http://gulfnews.com/business/sectors/tourism/expedia-to-continue-ramping-up-marketing-spend-vp-1.2129023
